
//PixelForce RayTracer Mesh File


<geometry>
288,325,576
 0, 1.3, 0
 0, 1.2598, .15
 0, 1.15, .2598
 0, 1, .3
 0, .85, .2598
 0, .7402, .15
 0, .7, 0
 0, .7402,-.15
 0, .85,-.2598
 0, 1,-.3
 0, 1.15,-.2598
 0, 1.2598,-.15
 .3365, 1.2557, 0
 .3261, 1.2169, .15
 .2976, 1.1108, .2598
 .2588, .9659, .3
 .22, .821, .2598
 .1916, .715, .15
 .1812, .6761, 0
 .1916, .715,-.15
 .22, .821,-.2598
 .2588, .9659,-.3
 .2976, 1.1108,-.2598
 .3261, 1.2169,-.15
 .65, 1.1258, 0
 .6299, 1.091, .15
 .575, .9959, .2598
 .5, .866, .3
 .425, .7361, .2598
 .3701, .641, .15
 .35, .6062, 0
 .3701, .641,-.15
 .425, .7361,-.2598
 .5, .866,-.3
 .575, .9959,-.2598
 .6299, 1.091,-.15
 .9192, .9192, 0
 .8908, .8908, .15
 .8132, .8132, .2598
 .7071, .7071, .3
 .601, .601, .2598
 .5234, .5234, .15
 .495, .495, 0
 .5234, .5234,-.15
 .601, .601,-.2598
 .7071, .7071,-.3
 .8132, .8132,-.2598
 .8908, .8908,-.15
 1.1258, .65, 0
 1.091, .6299, .15
 .9959, .575, .2598
 .866, .5, .3
 .7361, .425, .2598
 .641, .3701, .15
 .6062, .35, 0
 .641, .3701,-.15
 .7361, .425,-.2598
 .866, .5,-.3
 .9959, .575,-.2598
 1.091, .6299,-.15
 1.2557, .3365, 0
 1.2169, .3261, .15
 1.1108, .2976, .2598
 .9659, .2588, .3
 .821, .22, .2598
 .715, .1916, .15
 .6761, .1812, 0
 .715, .1916,-.15
 .821, .22,-.2598
 .9659, .2588,-.3
 1.1108, .2976,-.2598
 1.2169, .3261,-.15
 1.3, 0, 0
 1.2598, 0, .15
 1.15, 0, .2598
 1, 0, .3
 .85, 0, .2598
 .7402, 0, .15
 .7, 0, 0
 .7402, 0,-.15
 .85, 0,-.2598
 1, 0,-.3
 1.15, 0,-.2598
 1.2598, 0,-.15
 1.2557,-.3365, 0
 1.2169,-.3261, .15
 1.1108,-.2976, .2598
 .9659,-.2588, .3
 .821,-.22, .2598
 .715,-.1916, .15
 .6761,-.1812, 0
 .715,-.1916,-.15
 .821,-.22,-.2598
 .9659,-.2588,-.3
 1.1108,-.2976,-.2598
 1.2169,-.3261,-.15
 1.1258,-.65, 0
 1.091,-.6299, .15
 .9959,-.575, .2598
 .866,-.5, .3
 .7361,-.425, .2598
 .641,-.3701, .15
 .6062,-.35, 0
 .641,-.3701,-.15
 .7361,-.425,-.2598
 .866,-.5,-.3
 .9959,-.575,-.2598
 1.091,-.6299,-.15
 .9192,-.9192, 0
 .8908,-.8908, .15
 .8132,-.8132, .2598
 .7071,-.7071, .3
 .601,-.601, .2598
 .5234,-.5234, .15
 .495,-.495, 0
 .5234,-.5234,-.15
 .601,-.601,-.2598
 .7071,-.7071,-.3
 .8132,-.8132,-.2598
 .8908,-.8908,-.15
 .65,-1.1258, 0
 .6299,-1.091, .15
 .575,-.9959, .2598
 .5,-.866, .3
 .425,-.7361, .2598
 .3701,-.641, .15
 .35,-.6062, 0
 .3701,-.641,-.15
 .425,-.7361,-.2598
 .5,-.866,-.3
 .575,-.9959,-.2598
 .6299,-1.091,-.15
 .3365,-1.2557, 0
 .3261,-1.2169, .15
 .2976,-1.1108, .2598
 .2588,-.9659, .3
